"X","Twitter_Handle","Sex","Tweet_id","Created_at","Text","Favorite_count","Retweet_count","Hashtags","User_mentions"
"539","sportsiren","F","7.71422E+17","9/1/16 18:57","In Texas for football but had to check on @TexasVolleyball few things prettier than Paulina Prieto Cerame jump... ",63,18,"","TexasVolleyball"
"77","DavePasch","M","7.7369E+17","9/8/16 1:10","@notjustinkaiser @Matt_Wenzel4 Lynch, Irvin, Mebane, Sweezy",0,0,"","notjustinkaiser"
"2959","AlexiLalas","M","7.42911E+17","6/15/16 2:47","@Barrettmeigs9 Give it time, you�۪ll be back to disliking me soon enough.",6,2,"","Barrettmeigs9"
"1063","JSB_FOX","F","7.49918E+17","7/4/16 10:51","Happy Independence Day! _��_��� thank you America for being such a great home for the last three years!",95,5,"",""
"1453","jemelehill","F","7.84003E+17","10/6/16 12:11","@carronJphillips I overlooked it and then it came back around and I am so dead right now",1,0,"","carronJphillips"
"742","warrenbarton2","M","7.61403E+17","8/5/16 3:25","Good luck �__��_�ԍ_ُ� ",11,3,"",""
"49","SteveBowercomm","M","7.89015E+17","10/20/16 8:07","_�ԍ_�ԍ-_�Ӵ_�Ӵ. + less of the old!! ",1,0,"",""
"2193","EricWynalda","M","7.4711E+17","6/26/16 16:53","Both wrong - both stubborn - both married to a system - they aren't nuts - they are limited and they limit others  ",11,1,"",""
"478","AlexiLalas","M","7.81589E+17","9/29/16 20:17","Greetings Vancouver. Let's dance...everyone else is. #VANvSEA",27,2,"VANvSEA",""
"3112","SteveBowercomm","M","2.71397E+17","11/21/12 23:38","@celestialcow he knows you then!!!",0,0,"","celestialcow"
"1458","MarkJonesESPN","M","7.27454E+17","5/3/16 11:06","Waiters made contact but Ginobili flopped. Play on.",17,6,"",""
"1787","Real_T_Mac","M","1.94185E+17","4/22/12 22:05","Tough loss against New York Knicks today.",2,15,"",""
"1768","lindsayczarniak","F","2.21667E+17","7/7/12 18:06","Join us! RT @TheDalyPlanet #NASCARNow is 3PM ET on ESPN2. @LindsayCzarniak hosting. @MartySmithESPN, @RickyCravenESPN and @Noble_Jim",0,2,"NASCARNow","TheDalyPlanet"
"705","HeatherCoxNBC","F","5.84798E+17","4/5/15 19:19",". @okcthunder cut it to 5 and this place exploded. Home court kicking in.",3,1,"","okcthunder"
"2177","marckestecher","M","3.28539E+17","4/28/13 16:01","Doc Rivers back to bigger lineup. Bass starts, Jet off the bench again. Says Bass is his best defender on Melo. Gm 4 Celtics-Knicks in 60min",0,0,"",""
"756","EricWynalda","M","7.81351E+17","9/29/16 4:34","You don't get it?  I can explain over a beer or twenty lol- it's best to just not watch- it's painful - but I still��_ ",5,0,"",""
"1385","AlexiLalas","M","7.63877E+17","8/11/16 23:18","@RicchettiPablo Maybe they all thought someone else would.",0,0,"","RicchettiPablo"
"1170","JSB_FOX","F","7.46779E+17","6/25/16 18:55","Welcome to the party, Big Sexy.  ",20,0,"",""
"1582","RobStoneONFOX","M","7.40378E+17","6/8/16 3:00","With a curve ",18,3,"",""
"3143","JalenRose","M","6.6149E+17","11/3/15 10:28","@WorldWideWil_23 thanks for the love!!",0,0,"","WorldWideWil_23"
"763","BobLeyESPN","M","6.51063E+17","10/5/15 15:55","1:30 PM  ET - NEW TIME FOR @OTLonESPN AS OF TODAY. Mondays on ESPN2. Today, allegations of escort sexual favors for L'ville plyrs, recruits.",3,6,"","OTLonESPN"
"2724","arlowhite","M","6.55045E+17","10/16/15 15:39","July 1 (13 innings):  ",2,1,"",""
"2925","HannahStormESPN","F","6.3841E+17","8/31/15 17:57","See y'all tonight #USOpen for @serenawilliams @RafaelNadal @joshgroban for Opening Night with Brothers McEnroe! @PatrickMcEnroe",56,21,"USOpen","serenawilliams"
"2239","KeithCostigan","M","7.57304E+17","7/24/16 20:00","@Smurfhawk31 agreed it hasn't been great but this is against a very average KC team.",1,0,"","Smurfhawk31"
"1303","JalenRose","M","7.24032E+17","4/24/16 0:29","#gtgtpwtw!  ",35,3,"gtgtpwtw",""
"434","AlexiLalas","M","7.8338E+17","10/4/16 18:57","@prairiegirl0028 Feel your pain, but you can�۪t rush art.",0,0,"","prairiegirl0028"
"2835","notthefakeSVP","M","7.37012E+17","5/29/16 20:07","@bruce_arthur @billbarnwell I'd just make sure it's a home game....",13,1,"","bruce_arthur"
"2219","KeithCostigan","M","7.5735E+17","7/24/16 23:01","@ballymacrd let me see?   Have I played? No.",0,0,"","ballymacrd"
"1951","Real_T_Mac","M","1.83042E+17","3/23/12 4:07","@Beatboxboechs There's a chance.. lol You just have to be down by the court as we walk off...",3,1,"","Beatboxboechs"
"2857","JSB_FOX","F","6.77595E+17","12/17/15 21:05","@crewfan86 @FOXSoccer @TheHerd agree that Abby's comments seem xenophobic",0,0,"","crewfan86"
"1627","catwhitehill4","F","1.46304E+17","12/12/11 19:01","Back n Boston after a fun and exciting college cup-congrats @UNCmenssoccer!",0,0,"","UNCmenssoccer"
"486","michaelsmith","M","7.87001E+17","10/14/16 18:42","@GlenroyGrey I'm always pro player. Always. But I'm able to see why some players think it's odd to go to a team that you're right there with",0,1,"","GlenroyGrey"
"1404","The2RobbiesNBC","M","6.27191E+17","7/31/15 18:54","Buzzing for the new season. Soooooo much to talk about. Let's start with the @MenInBlazers Monday night!! Earle bring your best jokes!
Rm",20,4,"","MenInBlazers"
"2151","lindsayczarniak","F","9.09664E+16","7/13/11 2:11","Thx so much. I can't thank DC enuf for a fabulous 6 yrs.I choose to say c u soon @Nick_Jermin Have a good last day. Best of luck with @espn!",0,5,"","espn"
"843","heydb","F","3.23519E+17","4/14/13 19:31","@steve21smith 

LOVED THE MOVIE",1,0,"","steve21smith"
"2525","robbiemustoe","M","3.47557E+17","6/20/13 3:31","Bollocks!",2,2,"",""
"1511","AlexiLalas","M","7.62048E+17","8/6/16 22:09","LIVE on #Periscope: Saturday #AskAlexi  ",18,1,"Periscope",""
"3006","RebeccaLobo","F","4.25069E+17","1/20/14 0:53","@tollick Good to see you. Hope you get some sleep!!",0,0,"","tollick"
"1086","warrenbarton2","M","7.4497E+17","6/20/16 19:07","Me too �__��__��_�ԍ_ُ� ",2,0,"",""
"739","AleMorenoESPN","M","6.03525E+17","5/27/15 11:37","I'm guessing we are talking #FIFA today on @ESPNFC ...the big question: Is @ShakaHislop on tonight? He is of course our #FIFA guy!",16,3,"FIFA","ESPNFC"
"684","JSB_FOX","F","7.65933E+17","8/17/16 15:25","@indymflow thank you!",0,0,"","indymflow"
"601","catwhitehill4","F","4.43462E+17","3/11/14 19:00","Congrats @LeslieOsborne12 on an amazing career. Proud to call you a teammate and especially a friend��_��",5,0,"","LeslieOsborne12"
"2754","notthefakeSVP","M","7.38608E+17","6/3/16 5:49","@JohnDionne ?",0,0,"","JohnDionne"
"50","mbretosESPN","M","7.94012E+17","11/3/16 3:04","Time to get Bob Uecker on the call, Ricky Vaughn in the pen, and Willie ""Mays"" Hayes on base.",24,8,"",""
"2982","HannahStormESPN","F","6.31098E+17","8/11/15 13:39","I'm so with @ESPN_ReceDavis on #FightingIrish staying independent. (And he's the only guy on the set without shades!) @dannykanell",32,13,"FightingIrish","ESPN_ReceDavis"
"605","heydb","F","4.90534E+17","7/19/14 16:31","@sportsiren @RebeccaLobo way to work ladies!!!!",2,0,"","sportsiren"
"1288","kylemartino","M","7.26764E+17","5/1/16 13:24","Just like that Leicester hit back. #BPLonNBC ",50,14,"BPLonNBC",""
"542","EricWynalda","M","7.84791E+17","10/8/16 16:21","Oh I was scared alright!  Lol. I'm joking ",6,0,"",""
"2231","JalenRose","M","6.92881E+17","1/29/16 1:26","@LOQuent appreciate the love! #respect",2,0,"respect","LOQuent"
"2405","DavePasch","M","4.52646E+17","4/6/14 3:15","ONE TIME!!! RT @NotBillWalton: ALEX LEVITICUS POYTHRESS THE 3RD! Throw it DOWN young man throw it DOWN!!",1,1,"","NotBillWalton"
"784","JalenRose","M","7.39993E+17","6/7/16 1:31","@bunsonbern @JalenandJacoby Much appreciated! #respect",0,0,"respect","bunsonbern"
"893","alywagner","F","5.84686E+17","4/5/15 11:56","So wrong of me! I was too excited to think clearly;) ���@JennyTaft: @alywagner @UWBadgers you gotta tag @leinomax and @JennyTaft _���۝",0,1,"","JennyTaft"
"1264","MarkJonesESPN","M","7.32642E+17","5/17/16 18:39","Knicks aren't in the lottery this season. But Denver has a 6.2% chance to win it all. Coach Mike Malone will be here ",1,0,"",""
"182","AntoniettaESPN","F","7.91433E+17","10/27/16 0:14","Neither :) I'm a fiera ! @clubleonfc ! ",9,0,"","clubleonfc"
"371","KeithCostigan","M","7.88839E+17","10/19/16 20:25","@SSFCFOTY15 @anna_time20 no chance.  Messi all day",1,0,"","anna_time20"
"2264","sportsiren","F","6.94345E+17","2/2/16 2:22","Join us for Texas at Baylor now on ESPN DJ Rowe in the house!!! #bigmonday ",66,8,"bigmonday",""
"292","JSB_FOX","F","7.81687E+17","9/30/16 2:46","That was an incredible finish. Thank you, Canada! #WCH2016 ",70,12,"WCH2016",""
"1624","marckestecher","M","4.55895E+17","4/15/14 2:27","I had bad info yesterday. NBA says Clips can still catch OKC for #2 West. Getting help from New Orleans. Pels up 8 w/ :50 left.",0,0,"",""
"1141","RebeccaLobo","F","6.25094E+17","7/26/15 0:02","Thank you to the @WNBA for an amazing Dads  Daughters event at the All Star game. Kids loved meeting @S10Bird @MooreMaya @brittneygriner .",32,3,"","WNBA"
"2639","catwhitehill4","F","8945333071","2/11/10 3:56","Well it WAS a good birthday...",0,0,"",""
"383","HeatherCoxNBC","F","6.73165E+17","12/5/15 15:39","Oh, #TomRinaldi, you are the absolute best! Mic drop on your Shakespeare quote @CollegeGameDay",19,5,"TomRinaldi","CollegeGameDay"
"101","HannahStormESPN","F","7.88405E+17","10/18/16 15:41","Agreed wholeheartedly! @HoustonRockets @UHCougars #PhiSlamaJama  ",21,10,"PhiSlamaJama","HoustonRockets"
"814","GenoEspn","M","7.00009E+17","2/17/16 17:28","Wait! What? We're supposed to be meeting for lunch at The Gage at 12:30. ",2,0,"",""
"1395","BobLeyESPN","M","5.9427E+17","5/1/15 22:40","ICYMI:  Safety headwear is available for MLB pitchers, but most choose not to wear it:  ",1,4,"",""
"760","AlexiLalas","M","7.74511E+17","9/10/16 7:31","@joshlesser Great to meet both of you.",0,0,"","joshlesser"
"2111","The2RobbiesNBC","M","5.50728E+17","1/1/15 18:58","Chelsea have conceded 4 goals under Jose Mourinho for the first time. #Unusual ",9,3,"Unusual",""
"1757","marckestecher","M","4.37089E+17","2/22/14 4:57","Not sure if Carson/Letterman/Leno ever performed a rap-hip hop number with a guest. Enjoying Fallon/Timberlake on NBC. #TonightShow",3,0,"TonightShow",""
"1215","JalenRose","M","7.26508E+17","4/30/16 20:27","@OGDefJef @JoeBurgess11 Appreciate the love! Much #respect",0,0,"respect","OGDefJef"
"2803","SteveBowercomm","M","3.2553E+17","4/20/13 8:44","@OllieHolt22 good job you aren't a county director Ollie! Big ask but good luck",0,0,"","OllieHolt22"
"2417","AbbyWambach","F","2.98269E+17","2/4/13 3:17","That catch by boldin was sick",137,130,"",""
"1609","lindsayczarniak","F","2.62889E+17","10/29/12 12:09","Hoping u + ur loved ones stay safe if u r in the line of #Sandy Hunker down with @KNegandhiESPN Jaws, Merrill, Herm + me @SportsCenter 9am",3,3,"Sandy","KNegandhiESPN"
"9","EqualizerSoccer","F","7.95405E+17","11/6/16 23:19","The SEC Championship-winning goal is just Sharp's second of the season. #SECChampionship",5,1,"SECChampionship",""
"889","EqualizerSoccer","F","7.75131E+17","9/12/16 0:37","65' - Eunice Beckman subbed out, Brittany Ratcliffe on #HOUvBOS",2,0,"HOUvBOS",""
"3079","michaelsmith","M","7.44749E+17","6/20/16 4:29","Man I can't even imagine what it feels like for LeBron to have Isiah (!) telling him he's in the room with MJ, Russell, Wilt, and Kareem",685,369,"",""
"1074","GrantWahl","M","7.68579E+17","8/24/16 22:40","@TeleFootball Might want to use a photo of Chaplow instead of Rogers here.",13,0,"","TeleFootball"
"421","lindsayczarniak","F","6.44239E+17","9/16/15 19:57","love it... stay tuned @afuzz59 @SportsCenter @TyrodTaylor",14,5,"","afuzz59"
"86","DavePasch","M","7.73584E+17","9/7/16 18:07","U can't measure how much I learn reading Bill Belichick transcripts. ",9,1,"",""
"126","DavePasch","M","7.68527E+17","8/24/16 19:14","I'm saying ""if""...",3,0,"",""
"1108","HannahStormESPN","F","7.27887E+17","5/4/16 15:47","@memgrizz Tony Allen reflects on the gritty season that left his head coach in tears...#SCFaceToFace  

",16,17,"SCFaceToFace","memgrizz"
"1450","lindsayczarniak","F","3.04273E+17","2/20/13 16:56","The cowhide she told us about on @SportsCenter RT @DanicaPatrick: The newest animal addition in the @godaddy hauler...",2,0,"","SportsCenter"
"2369","michaelsmith","M","7.57974E+17","7/26/16 16:21","40 more min to go #best60 ",3,4,"best60",""
"994","AleMorenoESPN","M","5.42456E+17","12/9/14 23:10","Apparently it's blue stripes shirt day on set @mbretosESPN @Marcotti  @CBurleyESPN , although @SteveNicol61 didn't Get The memo! #espnfc",0,0,"espnfc","mbretosESPN"
"51","SteveBowercomm","M","7.88121E+17","10/17/16 20:53","Goal of the week... ",3,0,"",""
"1978","arlowhite","M","6.87025E+17","1/12/16 21:34","A glorious end to a testing night for Paul Dummett. Game of the season? #NUFC 3-3 #MUFC",38,9,"NUFC",""
"741","stephenbardo","M","6.73324E+17","12/6/15 2:11","On DePaul court before game with @laurencewholmes and Jeff Blanzy!  Two of the good guys in the��_ ",2,2,"","LaurenceWHolmes"
"2987","BobLeyESPN","M","4.3916E+17","2/27/14 22:07","@_Sterman_  I had a great time.",3,1,"",""
"1453","MarkJackson13","M","5.2326E+17","10/17/14 23:51","���@BillyFalidas: @MarkJackson13 number spotted at tip off at stjohns ! #legend �۝��_Honored. Thank U",12,6,"legend","BillyFalidas"
"971","HannahStormESPN","F","7.40618E+17","6/8/16 18:53","Please watch my special #SCFaceToFace tomorrow at 10:30 am et #OJMadeInAmerica  ",12,6,"SCFaceToFace",""
"1242","SteveBowercomm","M","5.90864E+17","4/22/15 13:04","���@marccarden: Where do you think that Newcastle will finish in the premier league�۝ if season finished in June maybe in bottom 3!",2,0,"","marccarden"
"440","HeatherCoxNBC","F","6.60807E+17","11/1/15 13:14","Thought you handled it like a champ @KirkHerbstreit - I would have sworn like a sailor on live TV! #goodsport  ",41,14,"goodsport","KirkHerbstreit"
"2036","RobStoneONFOX","M","7.28315E+17","5/5/16 20:08","When your kids experience @awrestaurants  in the middle of no where, for the first time ",47,4,"","awrestaurants"
"1615","MichelleDBeadle","F","6.90324E+17","1/22/16 0:05","The people have spoken! ",360,164,"",""
"2239","HannahStormESPN","F","6.68536E+17","11/22/15 21:04","Whew... Big pick! #bullsonparade",22,9,"bullsonparade",""
"728","warrenbarton2","M","7.61675E+17","8/5/16 21:28","Sorry _���_��� ",4,0,"",""
"1400","RebeccaLobo","F","5.86924E+17","4/11/15 16:10","Is this automated message really necessary? ""When returning your rental car, please save time to catch your flight.""",13,0,"",""
"2030","RebeccaLobo","F","5.1073E+17","9/13/14 10:01","@jessgarcia2010 Next time tell me to put my phone down to take a picture!",1,1,"","jessgarcia2010"
"1857","BobLeyESPN","M","5.59456E+17","1/25/15 21:02","OTL today: Deflategate scandal implications for @nfl, @nflcommish 1 wk from SuperBowl. @adbrandt @JarrettBell w me.  ",7,2,"","NFL"
"870","michaelsmith","M","7.79004E+17","9/22/16 17:06","@renny_daddy @jemelehill which part",0,0,"","renny_daddy"
"37","AlexiLalas","M","7.94575E+17","11/4/16 16:20","Class player and person. Made @MLS better and made people care about @RealSaltLake. #AskAlexi ",35,1,"AskAlexi","MLS"
"2424","KeithCostigan","M","7.54721E+17","7/17/16 16:54","Good luck to @TaylorGraham26 and @hahnemann1 today _ُ�_ُ�_ُ�_ُ�_ُ� ",15,1,"","TaylorGraham26"
"1979","EricWynalda","M","7.5144E+17","7/8/16 15:35","Arg opened up- and there's no Messi for now- perfect situation for a tactical genius really  ",3,0,"",""
"2150","sagesteele","F","6.59599E+17","10/29/15 5:13","@TalbotTalks appreciate it...so sad.",1,0,"","TalbotTalks"
"871","arlowhite","M","7.43493E+17","6/16/16 17:18","Ref has taken them off! Surely for lightening? There was a hail storm (yes hail) but if you can't play in hail we wouldn't play in England!",33,5,"",""
"2541","The2RobbiesNBC","M","5.26015E+17","10/25/14 14:18","British Break Time. ",8,1,"",""
"2040","notthefakeSVP","M","7.52911E+17","7/12/16 17:02","@BriansullyMD @AlanShipnuck I don't know.  Do those others have an entire season of tournaments and 4 majors that are older/more important?",2,0,"","BriansullyMD"
"533","robbiemustoe","M","7.12012E+17","3/21/16 20:23","Give him another year. ",3,0,"",""
"1430","michaelsmith","M","7.70842E+17","8/31/16 4:34","@LittleSSS___ She sleep lol",5,0,"","LittleSSS___"
"174","BobLeyESPN","M","7.76039E+17","9/14/16 12:45","1p ET ESPN - I'll sit down with Abby Wambach about her new book. And who's accountable in the Hesperia hazing case? ",67,16,"",""
"1707","stephenbardo","M","5.9539E+17","5/5/15 0:51","And LeBron's not Sprite?   ",0,0,"",""
"1563","sagesteele","F","6.9113E+17","1/24/16 5:27","I do it once a season for each kid.  Means more to me than them :)  ",16,1,"",""
"2983","KeithCostigan","M","7.4759E+17","6/28/16 0:37","@markpoletti Saturday",0,0,"","markpoletti"
"37","tonysocc","M","7.6419E+17","8/12/16 20:02","Sweden outplayed but NEVER cowards.They showed fantastic courage vs World No.1 team #USAWNT Both teams did! #Rio2016 ",128,39,"USAWNT",""
"1592","MarkJackson13","M","5.13137E+17","9/20/14 1:24","���@camandula19: @MarkJackson13 hey mark I just reenlisted. U are one of my inspirations, thank u �۝��_Congrats! God Bless",6,1,"","MarkJackson13"
"651","mbretosESPN","M","7.73383E+17","9/7/16 4:51","Challenging first four games. Figure the USA needs at least 5 points over those 4. This is no lay-up for #USMNT ",14,10,"USMNT",""
"1193","SteveBowercomm","M","5.97431E+17","5/10/15 15:59","Meant Motd bbc1! At 10.30pm",0,0,"",""
"1010","MarkJonesESPN","M","7.39871E+17","6/6/16 17:25","@jpkawas Melo hasn't declared.(Zika virus)Back in 2004 when terrorism concerns forced 80% of USA players not to go,it led to a bronze finish",1,0,"","jpkawas"
"34","AntoniettaESPN","F","7.94367E+17","11/4/16 2:35","A little NFL  catching up on one of my fav books (Eres el mejor dougglanville _٪�_ُ�) ",6,0,"",""
"826","katemarkgraf","F","6.10595E+17","6/15/15 23:47","@sluggahjells hahahaha",0,0,"","sluggahjells"
"2209","BobLeyESPN","M","5.2948E+17","11/4/14 3:46","@JamesEvens Got it going' on.",0,0,"","JamesEvens"
"1308","JalenRose","M","7.23872E+17","4/23/16 13:50","@TeffaBob @djacoby @JalenandJacoby We appreciate the love! #respect",1,0,"respect","TeffaBob"
"355","JSB_FOX","F","7.78394E+17","9/21/16 0:41","Casual.  ",28,2,"",""
"2006","HannahStormESPN","F","6.89312E+17","1/19/16 5:03","ICYMI: ""Great to have @Aarondonald97 with us today on @SportsCenter (and the return of the red jacket!)""  ",13,0,"","AaronDonald97"
"988","AlexiLalas","M","7.70198E+17","8/29/16 9:54","@joshdah1 Agreed, I am awesome.",0,0,"","joshdah1"
"30","KeithCostigan","M","7.95372E+17","11/6/16 21:07","@SSFCFOTY13 take a nap.  Just wake up before 6 _���",1,0,"","SSFCFOTY13"
"2996","arlowhite","M","6.41363E+17","9/8/15 21:32","Sir Bobby Charlton's 49th  final Int'l goal. The 3rd in England's 4-0 win in Colombia, before the 1970 World Cup... ",7,4,"",""
"1620","catwhitehill4","F","1.48808E+17","12/19/11 16:51","@zackmansfield @robertwhitehill an off week full of injuries, thanks andre Johnson and demarco Murray...",0,0,"","zackmansfield"
"2562","DavePasch","M","4.341E+17","2/13/14 22:59","Game 2 of ""3 games/3 nights/3 cities"" w/ Walton just hours away as @UCLAMBB hosts Colorado. @SunDevilHoops  @APlayersProgram tomorrow!",0,0,"","UCLAMBB"
"949","kylemartino","M","7.39953E+17","6/6/16 22:50","I have serious FOMO right now.  ",5,0,"",""
"220","tonysocc","M","3.20949E+17","4/7/13 17:19","@Beeyoncs 
Bianca thanks for your help with the SoccerPlus Goalkeeper School clinic in KC.  You were awesome.  Good luck with KC Blues",1,0,"","Beeyoncs"
"121","marckestecher","M","7.67923E+17","8/23/16 3:15","Kyle Seager swinging 3-0 gets a fastball down the middle from Pineda. 3r HR to give SEA a 3-2 lead over NYY B4.",0,0,"",""
"2076","arlowhite","M","6.82592E+17","12/31/15 15:58","Here's how the first Premier Lge weekend of 2016 shapes up on @NBCSportsSoccer. Vicarage Road  Goodison Park for me ",10,2,"","NBCSportsSoccer"
"3174","JSB_FOX","F","6.60251E+17","10/31/15 0:25","Citi Field is rocking!!!",18,2,"",""
"359","stephenbardo","M","7.24968E+17","4/26/16 14:27","Yes I have. He's impressive. Very poised ",3,1,"",""
"1202","SteveBowercomm","M","5.95909E+17","5/6/15 11:12","@BenHeath2013 on it, cheers pal",0,0,"","BenHeath2013"
"659","notthefakeSVP","M","7.81724E+17","9/30/16 5:16","@backpackerFLASH it's idiotic rule.  Ten seconds.",0,0,"","backpackerFLASH"
"576","HannahStormESPN","F","7.62677E+17","8/8/16 15:47","My #RioOlympics2016 chat with @carmeloanthony on social justice and what a Gold would mean. @usabasketball 
",29,4,"RioOlympics2016","carmeloanthony"
"2118","catwhitehill4","F","4.23064E+16","2/28/11 19:33","Welcome to Atl! http://yfrog.com/gyxo3toj",0,0,"",""
"371","katemarkgraf","F","7.3953E+17","6/5/16 18:50","@LISAFINE08 @ussoccer_wnt hah. Understood.",1,0,"","LISAFINE08"
"926","HannahStormESPN","F","7.43527E+17","6/16/16 19:35","Amex Card Members heard from @SHAQ and @PhilJackson11 about Phil's leadership  Shaq's side projects. #AmexNBA
",16,7,"AmexNBA","SHAQ"
"93","friedel_b","M","6.70383E+17","11/27/15 23:27","@healthurbanista pleasure.  Same to you.",1,0,"","healthurbanista"
"199","AlexiLalas","M","7.8947E+17","10/21/16 14:15","I had no idea of my incredible power to influence the general American public. But just out of curiosity, what type��_ ",50,2,"",""
"1567","HeatherCoxNBC","F","3.30666E+17","5/4/13 12:51","Thanks @fancypants for the great blazer and necklace #whatwouldidowithoutyou ",2,2,"whatwouldidowithoutyou","Fancypants"
"105","MarkJonesESPN","M","7.8041E+17","9/26/16 14:15","You already know_�ԍ_ُ_. I need new haters. My old ones became fans_��� ",3,0,"",""
"1579","HannahStormESPN","F","7.07315E+17","3/8/16 21:21","What folks around the @Nba are saying about why the @warriors don't lose at home ",4,2,"","NBA"
"2073","RebeccaLobo","F","5.07336E+17","9/4/14 1:16","@DelishaMJones @jaltavilla @Coach_Dunn @WNBA I thought it was on Larkins.",1,0,"","DelishaMJones"
"1053","AleMorenoESPN","M","5.21728E+17","10/13/14 18:23","Dragons and Red Devils meet in Zenica! say what?!...Bosnia v Belgium Group B Euro Qualifiers 2.30et ESPN2 with @AdrianHealey",3,5,"","AdrianHealey"
"943","JalenRose","M","7.35502E+17","5/25/16 16:04","Watch @JalenandJacoby on what's wrong with Kevin Love? ",20,2,"","JalenandJacoby"
"426","stephenbardo","M","7.16397E+17","4/2/16 22:47","Hield scoreless since 16:20 mark",1,2,"",""
"3151","robbiemustoe","M","2.68357E+17","11/13/12 14:17","Nice Zlatan. ""Gerrard has good skills, unlike normal English players"".",9,22,"",""
"2879","arlowhite","M","6.45678E+17","9/20/15 19:15","He he.  ",0,0,"",""
"56","AdrianaMonsalve","F","7.92046E+17","10/28/16 16:50","Los @Cubs albergan su primer juego de #WorldSeries tras poco m��s de 71 a̱os. Lo que se traduce en 25.950 d�_as de la��_ ",103,68,"WorldSeries","Cubs"
"573","arlowhite","M","7.53094E+17","7/13/16 5:10","@Crik76 @pigandwhistlesf Wish I'd had time. Next time yes?",2,0,"","Crik76"
"1245","EqualizerSoccer","F","7.69271E+17","8/26/16 20:32","Best wishes to Vlatko and family from everyone at Equalizer ",11,0,"",""
"818","EqualizerSoccer","F","7.75901E+17","9/14/16 3:37","NCAA pulls Women's College Cup from Cary over North Carolina's HB2 law:  ",31,4,"",""
"2471","marckestecher","M","2.10915E+17","6/8/12 2:05","LeBron is on fire, but the Heat should be concerned if he goes cold...A lot of standing around on Miami possessions...DWade 1-6FG first 1/2.",0,0,"",""
"1717","RobStoneONFOX","M","7.38883E+17","6/3/16 23:59","Proud of you  ",6,0,"",""
"249","sportsiren","F","7.84245E+17","10/7/16 4:14","Rawleigh, I brought my decibel meter and can keep you posted how loud it gets. Season high for our crew so far 102��_ ",348,104,"",""
"845","BobLeyESPN","M","6.4304E+17","9/13/15 12:35","ESPN2 ET @OTLonESPN  Whom to trust?? @dwightfreeney swindled out of $20million. @ChafieFields @adbrandt @nflpa's Dana Hammonds join me.",3,3,"","OTLonESPN"
"1811","DavePasch","M","5.49414E+17","12/29/14 3:56","Yes, Wolf  I will be on the Cardinals radio network per usual. RT @PaulFogle: @DavePasch I assume you'll be on radio?",2,0,"","paulfogle"
"2276","AlexiLalas","M","7.51432E+17","7/8/16 15:03","No. Honestly think @J_Klinsmann is a great candidate. Think he�۪d be successful. #ENG should be so lucky. #AskAlexi  ",61,9,"ENG","J_Klinsmann"
"2516","RebeccaLobo","F","4.74875E+17","6/6/14 11:27","Put on my running shoes this morning, tight 'em up tight, and THEN realized I had a baby mouse stuck in the laces. #HowDidYourMorningStart?",17,7,"HowDidYourMorningStart",""
"1200","DavePasch","M","5.9363E+17","4/30/15 4:16","Hope he's back. Love the way he plays/competes. ",0,0,"",""
"744","arlowhite","M","7.47461E+17","6/27/16 16:06","@SamBorden Congrats on a job well done Sam. Let me know if you're this way before heading back.",2,0,"","SamBorden"
"361","heydb","F","6.58075E+17","10/25/15 0:18","@kelliohara is A-mazing in The King and I! What a cast- what a show. #mustsee!!!",2,1,"mustsee","kelliohara"
"2274","MarkJackson13","M","4.55958E+17","4/15/14 6:35","50 Wins! Wow! Thanks 2 my Guys and my GOD!!!
#Warriors",659,336,"Warriors",""
"1225","jemelehill","F","7.86008E+17","10/12/16 0:56","@JJT_ESPNDallas ��__ُ_",0,0,"","JJT_ESPNDallas"
"317","katemarkgraf","F","7.43509E+17","6/16/16 18:22","@TheAnfieldWrap time for him to go. Great service for the club but his best days have passed",0,0,"","TheAnfieldWrap"
"1801","robbiemustoe","M","4.77498E+17","6/13/14 17:08","@kylemartino Both very tight.",0,0,"","kylemartino"
"1606","robbiemustoe","M","5.17363E+17","10/1/14 17:19","@CoachPeteQuinn Always looks a bit like City are surprised/upset/confused when UCL teams can actually KEEP possession - Roma excellent.",1,1,"","CoachPeteQuinn"
"3034","sagesteele","F","6.01574E+17","5/22/15 2:24","@RobertEHayes nice!  God Bless!",2,0,"","RobertEHayes"
"430","LaChinaRobinson","F","7.86788E+17","10/14/16 4:36","This flashback on deck? Nice_���",2,0,"",""
"824","HannahStormESPN","F","7.47763E+17","6/28/16 12:07","Rest in peace, Buddy Ryan.",97,46,"",""
"1163","arlowhite","M","7.29729E+17","5/9/16 17:44","@DavidLawTennis Our formative Football years David. When English clubs, with British squads, dominated.",0,0,"","DavidLawTennis"
"106","BobLeyESPN","M","7.83409E+17","10/4/16 20:51","Listen to Outside The Lines on the go with the OTL Podcast... ",2,1,"",""
"2051","HannahStormESPN","F","6.86034E+17","1/10/16 3:57","Yes, all about Cousin Drew. Reppin the Storen clan! @bluejays  ",11,3,"","BlueJays"
"2098","HannahStormESPN","F","6.82879E+17","1/1/16 11:01","ICYMI: Here's what I posted yesterday... ",3,1,"",""
"145","sagesteele","F","7.87223E+17","10/15/16 9:27","Amazing athletes.  Even better people.  @mayadirado  @maggiesteffens ...thanks for trusting me��_ ",16,1,"","MayaDiRado"
